valid,1

"SPEC CPU2017 Integer Rate Result"

"Full Results Table"

Benchmark,"Base # Copies","Base Run Time","Base Rate","Base Selected","Base Status","Peak # Copies","Peak Run Time","Peak Rate","Peak Selected","Peak Status",Description
500.perlbench_r,10,645.1404569,24.676797,0,S,,,,,,"refrate(ref) iteration #1"
500.perlbench_r,10,634.1254404,25.105443,1,S,,,,,,"refrate(ref) iteration #2"
500.perlbench_r,10,633.8000605,25.118331,0,S,,,,,,"refrate(ref) iteration #3"
502.gcc_r,10,580.662451,24.385941,0,S,,,,,,"refrate(ref) iteration #1"
502.gcc_r,10,589.4170313,24.023737,0,S,,,,,,"refrate(ref) iteration #2"
502.gcc_r,10,583.6010909,24.263149,1,S,,,,,,"refrate(ref) iteration #3"
505.mcf_r,10,871.2292838,18.548504,1,S,,,,,,"refrate(ref) iteration #1"
505.mcf_r,10,871.8596773,18.535093,0,S,,,,,,"refrate(ref) iteration #2"
505.mcf_r,10,869.3607159,18.588372,0,S,,,,,,"refrate(ref) iteration #3"
520.omnetpp_r,10,1071.7560246,12.241592,1,S,,,,,,"refrate(ref) iteration #1"
520.omnetpp_r,10,1069.5183446,12.267204,0,S,,,,,,"refrate(ref) iteration #2"
520.omnetpp_r,10,1077.6641548,12.174479,0,S,,,,,,"refrate(ref) iteration #3"
523.xalancbmk_r,10,507.2172625,20.819481,0,S,,,,,,"refrate(ref) iteration #1"
523.xalancbmk_r,10,509.1677005,20.739729,0,S,,,,,,"refrate(ref) iteration #2"
523.xalancbmk_r,10,508.3181005,20.774393,1,S,,,,,,"refrate(ref) iteration #3"
525.x264_r,10,301.7687638,58.024561,0,S,,,,,,"refrate(ref) iteration #1"
525.x264_r,10,301.0007255,58.172617,1,S,,,,,,"refrate(ref) iteration #2"
525.x264_r,10,300.8352425,58.204617,0,S,,,,,,"refrate(ref) iteration #3"
531.deepsjeng_r,10,463.9474421,24.701074,0,S,,,,,,"refrate(ref) iteration #1"
531.deepsjeng_r,10,463.6238217,24.718316,1,S,,,,,,"refrate(ref) iteration #2"
531.deepsjeng_r,10,463.4143984,24.729486,0,S,,,,,,"refrate(ref) iteration #3"
541.leela_r,10,723.4638562,22.889879,0,S,,,,,,"refrate(ref) iteration #1"
541.leela_r,10,723.2248664,22.897443,1,S,,,,,,"refrate(ref) iteration #2"
541.leela_r,10,721.7604756,22.9439,0,S,,,,,,"refrate(ref) iteration #3"
548.exchange2_r,10,500.1985996,52.379195,0,S,,,,,,"refrate(ref) iteration #1"
