PC=000001B8 [00500137] X02=00500000 X00=00000000 X05=00000000 lui     sp,5242880
PC=000003B8 [00A60733] X14=0000001D X12=0000001C X10=00000001 add     a4,a2,a0
PC=000003BC [00070813] X16=0000001D X14=0000001D X00=00000000 addi    a6,a4,0
PC=000003C0 [00C83833] X16=00000000 X16=0000001D X12=0000001C sltu    a6,a6,a2
PC=000003C4 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000003C8 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000003CC [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000003D0 [FEE42423] X08=00500000 X08=00500000 X14=0000001D sw      a4,-24(s0/fp)
PC=000003D4 [FEF42623] X12=0000001C X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=000003D8 [FD842783] X15=00000003 X08=00500000 X24=00000000 lw      a5,-40(s0/fp)
PC=000003DC [00178793] X15=00000004 X15=00000003 X01=000001C0 addi    a5,a5,1
PC=000003E0 [FCF42C23] X24=00000000 X08=00500000 X15=00000004 sw      a5,-40(s0/fp)
PC=000003E4 [FD842703] X14=00000004 X08=00500000 X24=00000000 lw      a4,-40(s0/fp)
PC=000003E8 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000003A8 [FAE7DEE3] X29=00000000 X15=00000004 X14=00000004 bge     a5,a4,-68
PC=000003A8 [FE842603] X12=0000001D X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000003AC [FEC42683] X13=00000000 X08=00500000 X12=0000001D lw      a3,-20(s0/fp)
PC=000003B0 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000003B4 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000003B8 [00A60733] X14=0000001E X12=0000001D X10=00000001 add     a4,a2,a0
PC=000003BC [00070813] X16=0000001E X14=0000001E X00=00000000 addi    a6,a4,0
PC=000003C0 [00C83833] X16=00000000 X16=0000001E X12=0000001D sltu    a6,a6,a2
PC=000003C4 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000003C8 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000003CC [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000003D0 [FEE42423] X08=00500000 X08=00500000 X14=0000001E sw      a4,-24(s0/fp)
PC=000003D4 [FEF42623] X12=0000001D X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=000003D8 [FD842783] X15=00000004 X08=00500000 X24=00000000 lw      a5,-40(s0/fp)
PC=000003DC [00178793] X15=00000005 X15=00000004 X01=000001C0 addi    a5,a5,1
PC=000003E0 [FCF42C23] X24=00000000 X08=00500000 X15=00000005 sw      a5,-40(s0/fp)
PC=000003E4 [FD842703] X14=00000005 X08=00500000 X24=00000000 lw      a4,-40(s0/fp)
PC=000003E8 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000003F0 [FAE7DEE3] X29=00000000 X15=00000004 X14=00000005 bge     a5,a4,-68
PC=000003F0 [FC042C23] X24=00000000 X08=00500000 X00=00000000 sw      zero,-40(s0/fp)
PC=000003F4 [00000793] X15=00000000 X00=00000000 X00=00000000 addi    a5,zero,0
PC=000003F8 [00000813] X16=00000000 X00=00000000 X00=00000000 addi    a6,zero,0
PC=000003FC [FCF42823] X16=00000000 X08=00500000 X15=00000000 sw      a5,-48(s0/fp)
PC=00000400 [FD042A23] X20=00000000 X08=00500000 X16=00000000 sw      a6,-44(s0/fp)
PC=00000404 [0640006F] X00=00000000 X00=00000000 X04=00000000 jal     zero,100
PC=00000468 [FD442783] X15=00000000 X08=00500000 X20=00000000 lw      a5,-44(s0/fp)
PC=00000470 [00079C63] X24=00000000 X15=00000000 X00=00000000 bne     a5,zero,24
PC=00000470 [FD442783] X15=00000000 X08=00500000 X20=00000000 lw      a5,-44(s0/fp)
PC=00000478 [F8079AE3] X21=00000000 X15=00000000 X00=00000000 bne     a5,zero,-108
PC=00000478 [FD042703] X14=00000000 X08=00500000 X16=00000000 lw      a4,-48(s0/fp)
PC=0000047C [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=00000408 [F8E7F4E3] X09=00000000 X15=00000004 X14=00000000 bgeu    a5,a4,-120
PC=00000408 [FE842603] X12=0000001E X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=0000040C [FEC42683] X13=00000000 X08=00500000 X12=0000001E lw      a3,-20(s0/fp)
PC=00000410 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=00000414 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000418 [00A60733] X14=0000001F X12=0000001E X10=00000001 add     a4,a2,a0
PC=0000041C [00070813] X16=0000001F X14=0000001F X00=00000000 addi    a6,a4,0
PC=00000420 [00C83833] X16=00000000 X16=0000001F X12=0000001E sltu    a6,a6,a2
PC=00000424 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000428 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=0000042C [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000430 [FEE42423] X08=00500000 X08=00500000 X14=0000001F sw      a4,-24(s0/fp)
PC=00000434 [FEF42623] X12=0000001E X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=00000438 [FD042603] X12=00000000 X08=00500000 X16=00000000 lw      a2,-48(s0/fp)
PC=0000043C [FD442683] X13=00000000 X08=00500000 X20=00000000 lw      a3,-44(s0/fp)
PC=00000440 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=00000444 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000448 [00A60733] X14=00000001 X12=00000000 X10=00000001 add     a4,a2,a0
PC=0000044C [00070813] X16=00000001 X14=00000001 X00=00000000 addi    a6,a4,0
PC=00000450 [00C83833] X16=00000000 X16=00000001 X12=00000000 sltu    a6,a6,a2
PC=00000454 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000458 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=0000045C [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000460 [FCE42823] X16=00000000 X08=00500000 X14=00000001 sw      a4,-48(s0/fp)
PC=00000464 [FCF42A23] X20=00000000 X08=00500000 X15=00000000 sw      a5,-44(s0/fp)
PC=00000468 [FD442783] X15=00000000 X08=00500000 X20=00000000 lw      a5,-44(s0/fp)
PC=00000470 [00079C63] X24=00000000 X15=00000000 X00=00000000 bne     a5,zero,24
PC=00000470 [FD442783] X15=00000000 X08=00500000 X20=00000000 lw      a5,-44(s0/fp)
PC=00000478 [F8079AE3] X21=00000000 X15=00000000 X00=00000000 bne     a5,zero,-108
PC=00000478 [FD042703] X14=00000001 X08=00500000 X16=00000000 lw      a4,-48(s0/fp)
PC=0000047C [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=00000408 [F8E7F4E3] X09=00000000 X15=00000004 X14=00000001 bgeu    a5,a4,-120
PC=00000408 [FE842603] X12=0000001F X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=0000040C [FEC42683] X13=00000000 X08=00500000 X12=0000001F lw      a3,-20(s0/fp)
PC=00000410 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=00000414 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000418 [00A60733] X14=00000020 X12=0000001F X10=00000001 add     a4,a2,a0
PC=0000041C [00070813] X16=00000020 X14=00000020 X00=00000000 addi    a6,a4,0
PC=00000420 [00C83833] X16=00000000 X16=00000020 X12=0000001F sltu    a6,a6,a2
PC=00000424 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000428 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=0000042C [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000430 [FEE42423] X08=00500000 X08=00500000 X14=00000020 sw      a4,-24(s0/fp)
PC=00000434 [FEF42623] X12=0000001F X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=00000438 [FD042603] X12=00000001 X08=00500000 X16=00000000 lw      a2,-48(s0/fp)
PC=0000043C [FD442683] X13=00000000 X08=00500000 X20=00000000 lw      a3,-44(s0/fp)
PC=00000440 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=00000444 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000448 [00A60733] X14=00000002 X12=00000001 X10=00000001 add     a4,a2,a0
PC=0000044C [00070813] X16=00000002 X14=00000002 X00=00000000 addi    a6,a4,0
PC=00000450 [00C83833] X16=00000000 X16=00000002 X12=00000001 sltu    a6,a6,a2
PC=00000454 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000458 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=0000045C [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000460 [FCE42823] X16=00000000 X08=00500000 X14=00000002 sw      a4,-48(s0/fp)
PC=00000464 [FCF42A23] X20=00000000 X08=00500000 X15=00000000 sw      a5,-44(s0/fp)
PC=00000468 [FD442783] X15=00000000 X08=00500000 X20=00000000 lw      a5,-44(s0/fp)
PC=00000470 [00079C63] X24=00000000 X15=00000000 X00=00000000 bne     a5,zero,24
PC=00000470 [FD442783] X15=00000000 X08=00500000 X20=00000000 lw      a5,-44(s0/fp)
PC=00000478 [F8079AE3] X21=00000000 X15=00000000 X00=00000000 bne     a5,zero,-108
PC=00000478 [FD042703] X14=00000002 X08=00500000 X16=00000000 lw      a4,-48(s0/fp)
PC=0000047C [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=00000408 [F8E7F4E3] X09=00000000 X15=00000004 X14=00000002 bgeu    a5,a4,-120
PC=00000408 [FE842603] X12=00000020 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=0000040C [FEC42683] X13=00000000 X08=00500000 X12=00000020 lw      a3,-20(s0/fp)
PC=00000410 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=00000414 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000418 [00A60733] X14=00000021 X12=00000020 X10=00000001 add     a4,a2,a0
PC=0000041C [00070813] X16=00000021 X14=00000021 X00=00000000 addi    a6,a4,0
PC=00000420 [00C83833] X16=00000000 X16=00000021 X12=00000020 sltu    a6,a6,a2
PC=00000424 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000428 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=0000042C [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000430 [FEE42423] X08=00500000 X08=00500000 X14=00000021 sw      a4,-24(s0/fp)
PC=00000434 [FEF42623] X12=00000020 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=00000438 [FD042603] X12=00000002 X08=00500000 X16=00000000 lw      a2,-48(s0/fp)
PC=0000043C [FD442683] X13=00000000 X08=00500000 X20=00000000 lw      a3,-44(s0/fp)
PC=00000440 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=00000444 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000448 [00A60733] X14=00000003 X12=00000002 X10=00000001 add     a4,a2,a0
PC=0000044C [00070813] X16=00000003 X14=00000003 X00=00000000 addi    a6,a4,0
PC=00000450 [00C83833] X16=00000000 X16=00000003 X12=00000002 sltu    a6,a6,a2
PC=00000454 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000458 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=0000045C [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000460 [FCE42823] X16=00000000 X08=00500000 X14=00000003 sw      a4,-48(s0/fp)
PC=00000464 [FCF42A23] X20=00000000 X08=00500000 X15=00000000 sw      a5,-44(s0/fp)
PC=00000468 [FD442783] X15=00000000 X08=00500000 X20=00000000 lw      a5,-44(s0/fp)
PC=00000470 [00079C63] X24=00000000 X15=00000000 X00=00000000 bne     a5,zero,24
PC=00000470 [FD442783] X15=00000000 X08=00500000 X20=00000000 lw      a5,-44(s0/fp)
PC=00000478 [F8079AE3] X21=00000000 X15=00000000 X00=00000000 bne     a5,zero,-108
PC=00000478 [FD042703] X14=00000003 X08=00500000 X16=00000000 lw      a4,-48(s0/fp)
PC=0000047C [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=00000408 [F8E7F4E3] X09=00000000 X15=00000004 X14=00000003 bgeu    a5,a4,-120
PC=00000408 [FE842603] X12=00000021 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=0000040C [FEC42683] X13=00000000 X08=00500000 X12=00000021 lw      a3,-20(s0/fp)
PC=00000410 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=00000414 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000418 [00A60733] X14=00000022 X12=00000021 X10=00000001 add     a4,a2,a0
PC=0000041C [00070813] X16=00000022 X14=00000022 X00=00000000 addi    a6,a4,0
PC=00000420 [00C83833] X16=00000000 X16=00000022 X12=00000021 sltu    a6,a6,a2
PC=00000424 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000428 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=0000042C [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000430 [FEE42423] X08=00500000 X08=00500000 X14=00000022 sw      a4,-24(s0/fp)
PC=00000434 [FEF42623] X12=00000021 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=00000438 [FD042603] X12=00000003 X08=00500000 X16=00000000 lw      a2,-48(s0/fp)
PC=0000043C [FD442683] X13=00000000 X08=00500000 X20=00000000 lw      a3,-44(s0/fp)
PC=00000440 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=00000444 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000448 [00A60733] X14=00000004 X12=00000003 X10=00000001 add     a4,a2,a0
PC=0000044C [00070813] X16=00000004 X14=00000004 X00=00000000 addi    a6,a4,0
PC=00000450 [00C83833] X16=00000000 X16=00000004 X12=00000003 sltu    a6,a6,a2
PC=00000454 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000458 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=0000045C [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000460 [FCE42823] X16=00000000 X08=00500000 X14=00000004 sw      a4,-48(s0/fp)
PC=00000464 [FCF42A23] X20=00000000 X08=00500000 X15=00000000 sw      a5,-44(s0/fp)
PC=00000468 [FD442783] X15=00000000 X08=00500000 X20=00000000 lw      a5,-44(s0/fp)
PC=00000470 [00079C63] X24=00000000 X15=00000000 X00=00000000 bne     a5,zero,24
PC=00000470 [FD442783] X15=00000000 X08=00500000 X20=00000000 lw      a5,-44(s0/fp)
PC=00000478 [F8079AE3] X21=00000000 X15=00000000 X00=00000000 bne     a5,zero,-108
PC=00000478 [FD042703] X14=00000004 X08=00500000 X16=00000000 lw      a4,-48(s0/fp)
PC=0000047C [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=00000408 [F8E7F4E3] X09=00000000 X15=00000004 X14=00000004 bgeu    a5,a4,-120
PC=00000408 [FE842603] X12=00000022 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=0000040C [FEC42683] X13=00000000 X08=00500000 X12=00000022 lw      a3,-20(s0/fp)
PC=00000410 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=00000414 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000418 [00A60733] X14=00000023 X12=00000022 X10=00000001 add     a4,a2,a0
PC=0000041C [00070813] X16=00000023 X14=00000023 X00=00000000 addi    a6,a4,0
PC=00000420 [00C83833] X16=00000000 X16=00000023 X12=00000022 sltu    a6,a6,a2
PC=00000424 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000428 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=0000042C [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000430 [FEE42423] X08=00500000 X08=00500000 X14=00000023 sw      a4,-24(s0/fp)
PC=00000434 [FEF42623] X12=00000022 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=00000438 [FD042603] X12=00000004 X08=00500000 X16=00000000 lw      a2,-48(s0/fp)
PC=0000043C [FD442683] X13=00000000 X08=00500000 X20=00000000 lw      a3,-44(s0/fp)
PC=00000440 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=00000444 [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=00000448 [00A60733] X14=00000005 X12=00000004 X10=00000001 add     a4,a2,a0
PC=0000044C [00070813] X16=00000005 X14=00000005 X00=00000000 addi    a6,a4,0
PC=00000450 [00C83833] X16=00000000 X16=00000005 X12=00000004 sltu    a6,a6,a2
PC=00000454 [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=00000458 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=0000045C [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=00000460 [FCE42823] X16=00000000 X08=00500000 X14=00000005 sw      a4,-48(s0/fp)
PC=00000464 [FCF42A23] X20=00000000 X08=00500000 X15=00000000 sw      a5,-44(s0/fp)
PC=00000468 [FD442783] X15=00000000 X08=00500000 X20=00000000 lw      a5,-44(s0/fp)
PC=00000470 [00079C63] X24=00000000 X15=00000000 X00=00000000 bne     a5,zero,24
PC=00000470 [FD442783] X15=00000000 X08=00500000 X20=00000000 lw      a5,-44(s0/fp)
PC=00000478 [F8079AE3] X21=00000000 X15=00000000 X00=00000000 bne     a5,zero,-108
PC=00000478 [FD042703] X14=00000005 X08=00500000 X16=00000000 lw      a4,-48(s0/fp)
PC=0000047C [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=00000484 [F8E7F4E3] X09=00000000 X15=00000004 X14=00000005 bgeu    a5,a4,-120
PC=00000484 [00000793] X15=00000000 X00=00000000 X00=00000000 addi    a5,zero,0
PC=00000488 [00000813] X16=00000000 X00=00000000 X00=00000000 addi    a6,zero,0
PC=0000048C [FCF42823] X16=00000000 X08=00500000 X15=00000000 sw      a5,-48(s0/fp)
PC=00000490 [FD042A23] X20=00000000 X08=00500000 X16=00000000 sw      a6,-44(s0/fp)
PC=00000494 [FCF42423] X08=00500000 X08=00500000 X15=00000000 sw      a5,-56(s0/fp)
PC=00000498 [FD042623] X12=00000004 X08=00500000 X16=00000000 sw      a6,-52(s0/fp)
PC=0000049C [0640006F] X00=00000000 X00=00000000 X04=00000000 jal     zero,100
PC=00000500 [FCC42783] X15=00000000 X08=00500000 X12=00000004 lw      a5,-52(s0/fp)
PC=00000508 [00F04C63] X24=00000000 X00=00000000 X15=00000000 blt     zero,a5,24
PC=00000508 [FCC42783] X15=00000000 X08=00500000 X12=00000004 lw      a5,-52(s0/fp)
PC=00000510 [F8079AE3] X21=00000000 X15=00000000 X00=00000000 bne     a5,zero,-108
PC=00000510 [FC842703] X14=00000000 X08=00500000 X08=00500000 lw      a4,-56(s0/fp)
PC=00000514 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000004A0 [F8E7F4E3] X09=00000000 X15=00000004 X14=00000000 bgeu    a5,a4,-120
PC=000004A0 [FE842603] X12=00000023 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000004A4 [FEC42683] X13=00000000 X08=00500000 X12=00000023 lw      a3,-20(s0/fp)
PC=000004A8 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000004AC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000004B0 [00A60733] X14=00000024 X12=00000023 X10=00000001 add     a4,a2,a0
PC=000004B4 [00070813] X16=00000024 X14=00000024 X00=00000000 addi    a6,a4,0
PC=000004B8 [00C83833] X16=00000000 X16=00000024 X12=00000023 sltu    a6,a6,a2
PC=000004BC [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000004C0 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000004C4 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000004C8 [FEE42423] X08=00500000 X08=00500000 X14=00000024 sw      a4,-24(s0/fp)
PC=000004CC [FEF42623] X12=00000023 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=000004D0 [FC842603] X12=00000000 X08=00500000 X08=00500000 lw      a2,-56(s0/fp)
PC=000004D4 [FCC42683] X13=00000000 X08=00500000 X12=00000000 lw      a3,-52(s0/fp)
PC=000004D8 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000004DC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000004E0 [00A60733] X14=00000001 X12=00000000 X10=00000001 add     a4,a2,a0
PC=000004E4 [00070813] X16=00000001 X14=00000001 X00=00000000 addi    a6,a4,0
PC=000004E8 [00C83833] X16=00000000 X16=00000001 X12=00000000 sltu    a6,a6,a2
PC=000004EC [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000004F0 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000004F4 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000004F8 [FCE42423] X08=00500000 X08=00500000 X14=00000001 sw      a4,-56(s0/fp)
PC=000004FC [FCF42623] X12=00000000 X08=00500000 X15=00000000 sw      a5,-52(s0/fp)
PC=00000500 [FCC42783] X15=00000000 X08=00500000 X12=00000000 lw      a5,-52(s0/fp)
PC=00000508 [00F04C63] X24=00000000 X00=00000000 X15=00000000 blt     zero,a5,24
PC=00000508 [FCC42783] X15=00000000 X08=00500000 X12=00000000 lw      a5,-52(s0/fp)
PC=00000510 [F8079AE3] X21=00000000 X15=00000000 X00=00000000 bne     a5,zero,-108
PC=00000510 [FC842703] X14=00000001 X08=00500000 X08=00500000 lw      a4,-56(s0/fp)
PC=00000514 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000004A0 [F8E7F4E3] X09=00000000 X15=00000004 X14=00000001 bgeu    a5,a4,-120
PC=000004A0 [FE842603] X12=00000024 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000004A4 [FEC42683] X13=00000000 X08=00500000 X12=00000024 lw      a3,-20(s0/fp)
PC=000004A8 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000004AC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000004B0 [00A60733] X14=00000025 X12=00000024 X10=00000001 add     a4,a2,a0
PC=000004B4 [00070813] X16=00000025 X14=00000025 X00=00000000 addi    a6,a4,0
PC=000004B8 [00C83833] X16=00000000 X16=00000025 X12=00000024 sltu    a6,a6,a2
PC=000004BC [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000004C0 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000004C4 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000004C8 [FEE42423] X08=00500000 X08=00500000 X14=00000025 sw      a4,-24(s0/fp)
PC=000004CC [FEF42623] X12=00000024 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=000004D0 [FC842603] X12=00000001 X08=00500000 X08=00500000 lw      a2,-56(s0/fp)
PC=000004D4 [FCC42683] X13=00000000 X08=00500000 X12=00000001 lw      a3,-52(s0/fp)
PC=000004D8 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000004DC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000004E0 [00A60733] X14=00000002 X12=00000001 X10=00000001 add     a4,a2,a0
PC=000004E4 [00070813] X16=00000002 X14=00000002 X00=00000000 addi    a6,a4,0
PC=000004E8 [00C83833] X16=00000000 X16=00000002 X12=00000001 sltu    a6,a6,a2
PC=000004EC [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000004F0 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000004F4 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000004F8 [FCE42423] X08=00500000 X08=00500000 X14=00000002 sw      a4,-56(s0/fp)
PC=000004FC [FCF42623] X12=00000001 X08=00500000 X15=00000000 sw      a5,-52(s0/fp)
PC=00000500 [FCC42783] X15=00000000 X08=00500000 X12=00000001 lw      a5,-52(s0/fp)
PC=00000508 [00F04C63] X24=00000000 X00=00000000 X15=00000000 blt     zero,a5,24
PC=00000508 [FCC42783] X15=00000000 X08=00500000 X12=00000001 lw      a5,-52(s0/fp)
PC=00000510 [F8079AE3] X21=00000000 X15=00000000 X00=00000000 bne     a5,zero,-108
PC=00000510 [FC842703] X14=00000002 X08=00500000 X08=00500000 lw      a4,-56(s0/fp)
PC=00000514 [00400793] X15=00000004 X00=00000000 X04=00000000 addi    a5,zero,4
PC=000004A0 [F8E7F4E3] X09=00000000 X15=00000004 X14=00000002 bgeu    a5,a4,-120
PC=000004A0 [FE842603] X12=00000025 X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000004A4 [FEC42683] X13=00000000 X08=00500000 X12=00000025 lw      a3,-20(s0/fp)
PC=000004A8 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000004AC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
PC=000004B0 [00A60733] X14=00000026 X12=00000025 X10=00000001 add     a4,a2,a0
PC=000004B4 [00070813] X16=00000026 X14=00000026 X00=00000000 addi    a6,a4,0
PC=000004B8 [00C83833] X16=00000000 X16=00000026 X12=00000025 sltu    a6,a6,a2
PC=000004BC [00B687B3] X15=00000000 X13=00000000 X11=00000000 add     a5,a3,a1
PC=000004C0 [00F806B3] X13=00000000 X16=00000000 X15=00000000 add     a3,a6,a5
PC=000004C4 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000004C8 [FEE42423] X08=00500000 X08=00500000 X14=00000026 sw      a4,-24(s0/fp)
PC=000004CC [FEF42623] X12=00000025 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=000004D0 [FC842603] X12=00000002 X08=00500000 X08=00500000 lw      a2,-56(s0/fp)
PC=000004D4 [FCC42683] X13=00000000 X08=00500000 X12=00000002 lw      a3,-52(s0/fp)
PC=000004D8 [00100513] X10=00000001 X00=00000000 X01=000001C0 addi    a0,zero,1
PC=000004DC [00000593] X11=00000000 X00=00000000 X00=00000000 addi    a1,zero,0
