PC=000001B8 [00500137] X02=00500000 X00=00000000 X05=00000000 lui     sp,5242880
PC=000002E4 [FEF406A3] X13=00000000 X08=00500000 X15=000000FF sb      a5,-19(s0/fp)
PC=000002E8 [FE0406A3] X13=00000000 X08=00500000 X00=00000000 sb      zero,-19(s0/fp)
PC=000002EC [FE040623] X12=00000000 X08=00500000 X00=00000000 sb      zero,-20(s0/fp)
PC=000002F0 [FEC44783] X15=00000000 X08=00500000 X12=00000000 lbu     a5,-20(s0/fp)
PC=000002F4 [00178793] X15=00000001 X15=00000000 X01=000001C0 addi    a5,a5,1
PC=000002F8 [0FF7F793] X15=00000001 X15=00000001 X31=00000000 andi    a5,a5,255
PC=000002FC [FEF40623] X12=00000000 X08=00500000 X15=00000001 sb      a5,-20(s0/fp)
PC=00000300 [FEC44783] X15=00000001 X08=00500000 X12=00000000 lbu     a5,-20(s0/fp)
PC=00000304 [00278793] X15=00000003 X15=00000001 X02=004FFFE0 addi    a5,a5,2
PC=00000308 [0FF7F793] X15=00000003 X15=00000003 X31=00000000 andi    a5,a5,255
PC=0000030C [FEF40623] X12=00000000 X08=00500000 X15=00000003 sb      a5,-20(s0/fp)
PC=00000310 [FEC44783] X15=00000003 X08=00500000 X12=00000000 lbu     a5,-20(s0/fp)
PC=00000314 [00378793] X15=00000006 X15=00000003 X03=00000000 addi    a5,a5,3
PC=00000318 [0FF7F793] X15=00000006 X15=00000006 X31=00000000 andi    a5,a5,255
PC=0000031C [FEF40623] X12=00000000 X08=00500000 X15=00000006 sb      a5,-20(s0/fp)
PC=00000320 [FEC44783] X15=00000006 X08=00500000 X12=00000000 lbu     a5,-20(s0/fp)
PC=00000324 [00478793] X15=0000000A X15=00000006 X04=00000000 addi    a5,a5,4
PC=00000328 [0FF7F793] X15=0000000A X15=0000000A X31=00000000 andi    a5,a5,255
PC=0000032C [FEF40623] X12=00000000 X08=00500000 X15=0000000A sb      a5,-20(s0/fp)
PC=00000330 [FEC44783] X15=0000000A X08=00500000 X12=00000000 lbu     a5,-20(s0/fp)
PC=00000334 [00578793] X15=0000000F X15=0000000A X05=00000000 addi    a5,a5,5
PC=00000338 [0FF7F793] X15=0000000F X15=0000000F X31=00000000 andi    a5,a5,255
PC=0000033C [FEF40623] X12=00000000 X08=00500000 X15=0000000F sb      a5,-20(s0/fp)
PC=00000340 [FE040623] X12=00000000 X08=00500000 X00=00000000 sb      zero,-20(s0/fp)
PC=00000344 [00A00793] X15=0000000A X00=00000000 X10=00000000 addi    a5,zero,10
PC=00000348 [FEF405A3] X11=00000000 X08=00500000 X15=0000000A sb      a5,-21(s0/fp)
PC=0000034C [01400793] X15=00000014 X00=00000000 X20=00000000 addi    a5,zero,20
PC=00000350 [FEF40523] X10=00000000 X08=00500000 X15=00000014 sb      a5,-22(s0/fp)
PC=00000354 [FEB44703] X14=0000000A X08=00500000 X11=00000000 lbu     a4,-21(s0/fp)
PC=00000358 [FEA44783] X15=00000014 X08=00500000 X10=00000000 lbu     a5,-22(s0/fp)
PC=0000035C [00F707B3] X15=0000001E X14=0000000A X15=00000014 add     a5,a4,a5
PC=00000360 [FEF404A3] X09=00000000 X08=00500000 X15=0000001E sb      a5,-23(s0/fp)
PC=00000364 [FE0404A3] X09=00000000 X08=00500000 X00=00000000 sb      zero,-23(s0/fp)
PC=00000368 [FEC00793] X15=FFFFFFEC X00=00000000 X12=00000000 addi    a5,zero,-20
PC=0000036C [FEF405A3] X11=00000000 X08=00500000 X15=FFFFFFEC sb      a5,-21(s0/fp)
PC=00000370 [FE200793] X15=FFFFFFE2 X00=00000000 X02=004FFFE0 addi    a5,zero,-30
PC=00000374 [FEF40523] X10=00000000 X08=00500000 X15=FFFFFFE2 sb      a5,-22(s0/fp)
PC=00000378 [FEB44703] X14=000000EC X08=00500000 X11=00000000 lbu     a4,-21(s0/fp)
PC=0000037C [FEA44783] X15=000000E2 X08=00500000 X10=00000000 lbu     a5,-22(s0/fp)
PC=00000380 [00F707B3] X15=000001CE X14=000000EC X15=000000E2 add     a5,a4,a5
PC=00000384 [FEF404A3] X09=00000000 X08=00500000 X15=000001CE sb      a5,-23(s0/fp)
PC=00000388 [FE0404A3] X09=00000000 X08=00500000 X00=00000000 sb      zero,-23(s0/fp)
PC=0000038C [FFE00793] X15=FFFFFFFE X00=00000000 X30=00000000 addi    a5,zero,-2
PC=00000390 [FEF405A3] X11=00000000 X08=00500000 X15=FFFFFFFE sb      a5,-21(s0/fp)
PC=00000394 [00200793] X15=00000002 X00=00000000 X02=004FFFE0 addi    a5,zero,2
PC=00000398 [FEF40523] X10=00000000 X08=00500000 X15=00000002 sb      a5,-22(s0/fp)
PC=0000039C [FEB44703] X14=000000FE X08=00500000 X11=00000000 lbu     a4,-21(s0/fp)
PC=000003A0 [FEA44783] X15=00000002 X08=00500000 X10=00000000 lbu     a5,-22(s0/fp)
PC=000003A4 [00F707B3] X15=00000100 X14=000000FE X15=00000002 add     a5,a4,a5
PC=000003A8 [FEF404A3] X09=00000000 X08=00500000 X15=00000100 sb      a5,-23(s0/fp)
PC=000003AC [FE0404A3] X09=00000000 X08=00500000 X00=00000000 sb      zero,-23(s0/fp)
PC=000003B0 [00A00793] X15=0000000A X00=00000000 X10=00000000 addi    a5,zero,10
PC=000003B4 [FEF405A3] X11=00000000 X08=00500000 X15=0000000A sb      a5,-21(s0/fp)
PC=000003B8 [FFB00793] X15=FFFFFFFB X00=00000000 X27=00000000 addi    a5,zero,-5
PC=000003BC [FEF40523] X10=00000000 X08=00500000 X15=FFFFFFFB sb      a5,-22(s0/fp)
PC=000003C0 [FEB44703] X14=0000000A X08=00500000 X11=00000000 lbu     a4,-21(s0/fp)
PC=000003C4 [FEA44783] X15=000000FB X08=00500000 X10=00000000 lbu     a5,-22(s0/fp)
PC=000003C8 [00F707B3] X15=00000105 X14=0000000A X15=000000FB add     a5,a4,a5
PC=000003CC [FEF404A3] X09=00000000 X08=00500000 X15=00000105 sb      a5,-23(s0/fp)
PC=000003D0 [FE0404A3] X09=00000000 X08=00500000 X00=00000000 sb      zero,-23(s0/fp)
PC=000003D4 [00500793] X15=00000005 X00=00000000 X05=00000000 addi    a5,zero,5
PC=000003D8 [FEF405A3] X11=00000000 X08=00500000 X15=00000005 sb      a5,-21(s0/fp)
PC=000003DC [FF600793] X15=FFFFFFF6 X00=00000000 X22=00000000 addi    a5,zero,-10
PC=000003E0 [FEF40523] X10=00000000 X08=00500000 X15=FFFFFFF6 sb      a5,-22(s0/fp)
PC=000003E4 [FEB44703] X14=00000005 X08=00500000 X11=00000000 lbu     a4,-21(s0/fp)
PC=000003E8 [FEA44783] X15=000000F6 X08=00500000 X10=00000000 lbu     a5,-22(s0/fp)
PC=000003EC [00F707B3] X15=000000FB X14=00000005 X15=000000F6 add     a5,a4,a5
PC=000003F0 [FEF404A3] X09=00000000 X08=00500000 X15=000000FB sb      a5,-23(s0/fp)
PC=000003F4 [FE0404A3] X09=00000000 X08=00500000 X00=00000000 sb      zero,-23(s0/fp)
PC=000003F8 [00F00793] X15=0000000F X00=00000000 X15=000000FB addi    a5,zero,15
PC=000003FC [FEF405A3] X11=00000000 X08=00500000 X15=0000000F sb      a5,-21(s0/fp)
PC=00000400 [FF000793] X15=FFFFFFF0 X00=00000000 X16=00000000 addi    a5,zero,-16
PC=00000404 [FEF40523] X10=00000000 X08=00500000 X15=FFFFFFF0 sb      a5,-22(s0/fp)
PC=00000408 [FEB44703] X14=0000000F X08=00500000 X11=00000000 lbu     a4,-21(s0/fp)
PC=0000040C [FEA44783] X15=000000F0 X08=00500000 X10=00000000 lbu     a5,-22(s0/fp)
PC=00000410 [00F707B3] X15=000000FF X14=0000000F X15=000000F0 add     a5,a4,a5
PC=00000414 [FEF404A3] X09=00000000 X08=00500000 X15=000000FF sb      a5,-23(s0/fp)
PC=00000418 [FE0404A3] X09=00000000 X08=00500000 X00=00000000 sb      zero,-23(s0/fp)
PC=0000041C [FAA00793] X15=FFFFFFAA X00=00000000 X10=00000000 addi    a5,zero,-86
PC=00000420 [FEF405A3] X11=00000000 X08=00500000 X15=FFFFFFAA sb      a5,-21(s0/fp)
PC=00000424 [05500793] X15=00000055 X00=00000000 X21=00000000 addi    a5,zero,85
PC=00000428 [FEF40523] X10=00000000 X08=00500000 X15=00000055 sb      a5,-22(s0/fp)
PC=0000042C [FEB44703] X14=000000AA X08=00500000 X11=00000000 lbu     a4,-21(s0/fp)
PC=00000430 [FEA44783] X15=00000055 X08=00500000 X10=00000000 lbu     a5,-22(s0/fp)
PC=00000434 [00F707B3] X15=000000FF X14=000000AA X15=00000055 add     a5,a4,a5
PC=00000438 [FEF404A3] X09=00000000 X08=00500000 X15=000000FF sb      a5,-23(s0/fp)
PC=0000043C [FE0404A3] X09=00000000 X08=00500000 X00=00000000 sb      zero,-23(s0/fp)
PC=00000440 [FE040423] X08=00500000 X08=00500000 X00=00000000 sb      zero,-24(s0/fp)
PC=00000444 [FE844783] X15=00000000 X08=00500000 X08=00500000 lbu     a5,-24(s0/fp)
PC=00000448 [00178793] X15=00000001 X15=00000000 X01=000001C0 addi    a5,a5,1
PC=0000044C [FEF40423] X08=00500000 X08=00500000 X15=00000001 sb      a5,-24(s0/fp)
PC=00000450 [FE844783] X15=00000001 X08=00500000 X08=00500000 lbu     a5,-24(s0/fp)
PC=00000454 [00278793] X15=00000003 X15=00000001 X02=004FFFE0 addi    a5,a5,2
PC=00000458 [FEF40423] X08=00500000 X08=00500000 X15=00000003 sb      a5,-24(s0/fp)
PC=0000045C [FE844783] X15=00000003 X08=00500000 X08=00500000 lbu     a5,-24(s0/fp)
PC=00000460 [00378793] X15=00000006 X15=00000003 X03=00000000 addi    a5,a5,3
PC=00000464 [FEF40423] X08=00500000 X08=00500000 X15=00000006 sb      a5,-24(s0/fp)
PC=00000468 [FE844783] X15=00000006 X08=00500000 X08=00500000 lbu     a5,-24(s0/fp)
PC=0000046C [00478793] X15=0000000A X15=00000006 X04=00000000 addi    a5,a5,4
PC=00000470 [FEF40423] X08=00500000 X08=00500000 X15=0000000A sb      a5,-24(s0/fp)
PC=00000474 [FE844783] X15=0000000A X08=00500000 X08=00500000 lbu     a5,-24(s0/fp)
PC=00000478 [00578793] X15=0000000F X15=0000000A X05=00000000 addi    a5,a5,5
PC=0000047C [FEF40423] X08=00500000 X08=00500000 X15=0000000F sb      a5,-24(s0/fp)
PC=00000480 [FE040423] X08=00500000 X08=00500000 X00=00000000 sb      zero,-24(s0/fp)
PC=00000484 [00F00793] X15=0000000F X00=00000000 X15=0000000F addi    a5,zero,15
PC=00000488 [FEF40623] X12=00000000 X08=00500000 X15=0000000F sb      a5,-20(s0/fp)
PC=0000048C [FEC44783] X15=0000000F X08=00500000 X12=00000000 lbu     a5,-20(s0/fp)
PC=00000490 [FFF78793] X15=0000000E X15=0000000F X31=00000000 addi    a5,a5,-1
PC=00000494 [0FF7F793] X15=0000000E X15=0000000E X31=00000000 andi    a5,a5,255
PC=00000498 [FEF40623] X12=00000000 X08=00500000 X15=0000000E sb      a5,-20(s0/fp)
PC=0000049C [FEC44783] X15=0000000E X08=00500000 X12=00000000 lbu     a5,-20(s0/fp)
PC=000004A0 [FFE78793] X15=0000000C X15=0000000E X30=00000000 addi    a5,a5,-2
PC=000004A4 [0FF7F793] X15=0000000C X15=0000000C X31=00000000 andi    a5,a5,255
PC=000004A8 [FEF40623] X12=00000000 X08=00500000 X15=0000000C sb      a5,-20(s0/fp)
PC=000004AC [FEC44783] X15=0000000C X08=00500000 X12=00000000 lbu     a5,-20(s0/fp)
PC=000004B0 [FFD78793] X15=00000009 X15=0000000C X29=00000000 addi    a5,a5,-3
PC=000004B4 [0FF7F793] X15=00000009 X15=00000009 X31=00000000 andi    a5,a5,255
PC=000004B8 [FEF40623] X12=00000000 X08=00500000 X15=00000009 sb      a5,-20(s0/fp)
PC=000004BC [FEC44783] X15=00000009 X08=00500000 X12=00000000 lbu     a5,-20(s0/fp)
PC=000004C0 [FFC78793] X15=00000005 X15=00000009 X28=00000000 addi    a5,a5,-4
PC=000004C4 [0FF7F793] X15=00000005 X15=00000005 X31=00000000 andi    a5,a5,255
PC=000004C8 [FEF40623] X12=00000000 X08=00500000 X15=00000005 sb      a5,-20(s0/fp)
PC=000004CC [FEC44783] X15=00000005 X08=00500000 X12=00000000 lbu     a5,-20(s0/fp)
PC=000004D0 [FFB78793] X15=00000000 X15=00000005 X27=00000000 addi    a5,a5,-5
PC=000004D4 [0FF7F793] X15=00000000 X15=00000000 X31=00000000 andi    a5,a5,255
PC=000004D8 [FEF40623] X12=00000000 X08=00500000 X15=00000000 sb      a5,-20(s0/fp)
PC=000004DC [FE040623] X12=00000000 X08=00500000 X00=00000000 sb      zero,-20(s0/fp)
PC=000004E0 [00F00793] X15=0000000F X00=00000000 X15=00000000 addi    a5,zero,15
PC=000004E4 [FEF40423] X08=00500000 X08=00500000 X15=0000000F sb      a5,-24(s0/fp)
PC=000004E8 [FE844783] X15=0000000F X08=00500000 X08=00500000 lbu     a5,-24(s0/fp)
PC=000004EC [FFF78793] X15=0000000E X15=0000000F X31=00000000 addi    a5,a5,-1
PC=000004F0 [FEF40423] X08=00500000 X08=00500000 X15=0000000E sb      a5,-24(s0/fp)
PC=000004F4 [FE844783] X15=0000000E X08=00500000 X08=00500000 lbu     a5,-24(s0/fp)
PC=000004F8 [FFE78793] X15=0000000C X15=0000000E X30=00000000 addi    a5,a5,-2
PC=000004FC [FEF40423] X08=00500000 X08=00500000 X15=0000000C sb      a5,-24(s0/fp)
PC=00000500 [FE844783] X15=0000000C X08=00500000 X08=00500000 lbu     a5,-24(s0/fp)
PC=00000504 [FFD78793] X15=00000009 X15=0000000C X29=00000000 addi    a5,a5,-3
PC=00000508 [FEF40423] X08=00500000 X08=00500000 X15=00000009 sb      a5,-24(s0/fp)
PC=0000050C [FE844783] X15=00000009 X08=00500000 X08=00500000 lbu     a5,-24(s0/fp)
PC=00000510 [FFC78793] X15=00000005 X15=00000009 X28=00000000 addi    a5,a5,-4
PC=00000514 [FEF40423] X08=00500000 X08=00500000 X15=00000005 sb      a5,-24(s0/fp)
PC=00000518 [FE844783] X15=00000005 X08=00500000 X08=00500000 lbu     a5,-24(s0/fp)
PC=0000051C [FFB78793] X15=00000000 X15=00000005 X27=00000000 addi    a5,a5,-5
PC=00000520 [FEF40423] X08=00500000 X08=00500000 X15=00000000 sb      a5,-24(s0/fp)
PC=00000524 [FE040423] X08=00500000 X08=00500000 X00=00000000 sb      zero,-24(s0/fp)
PC=00000528 [00000793] X15=00000000 X00=00000000 X00=00000000 addi    a5,zero,0
PC=0000052C [00078513] X10=00000000 X15=00000000 X00=00000000 addi    a0,a5,0
PC=00000530 [01C12403] X08=00000000 X02=004FFFE0 X28=00000000 lw      s0/fp,28(sp)
PC=00000534 [02010113] X02=00500000 X02=004FFFE0 X00=00000000 addi    sp,sp,32
PC=00000538 [00008067] X00=00000000 X01=000001C0 X00=00000000 jalr    zero,ra,0
PC=000001C0 [200002B7] X05=20000000 X00=00000000 X00=00000000 lui     t0,536870912
PC=000001C4 [00100073] X00=00000000 X00=00000000 X01=000001C0 ebreak  
