PC=000001B8 [00500137] X02=00500000 X00=00000000 X05=00000000 lui     sp,5242880
PC=000001BC [00C000EF] X01=000001C0 X00=00000000 X12=00000000 jal     ra,12
PC=000001C8 [FB010113] X02=004FFFB0 X02=00500000 X16=00000000 addi    sp,sp,-80
PC=000001CC [04812623] X12=00000000 X02=004FFFB0 X08=00000000 sw      s0/fp,76(sp)
PC=000001D0 [05010413] X08=00500000 X02=004FFFB0 X16=00000000 addi    s0/fp,sp,80
PC=000001D4 [FFF00713] X14=FFFFFFFF X00=00000000 X31=00000000 addi    a4,zero,-1
PC=000001D8 [00000793] X15=00000000 X00=00000000 X00=00000000 addi    a5,zero,0
PC=000001DC [FEE42423] X08=00500000 X08=00500000 X14=FFFFFFFF sw      a4,-24(s0/fp)
PC=000001E0 [FEF42623] X12=00000000 X08=00500000 X15=00000000 sw      a5,-20(s0/fp)
PC=000001E4 [00000713] X14=00000000 X00=00000000 X00=00000000 addi    a4,zero,0
PC=000001E8 [FFF00793] X15=FFFFFFFF X00=00000000 X31=00000000 addi    a5,zero,-1
PC=000001EC [FEE42023] X00=00000000 X08=00500000 X14=00000000 sw      a4,-32(s0/fp)
PC=000001F0 [FEF42223] X04=00000000 X08=00500000 X15=FFFFFFFF sw      a5,-28(s0/fp)
PC=000001F4 [FE842603] X12=FFFFFFFF X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000001F8 [FEC42683] X13=00000000 X08=00500000 X12=FFFFFFFF lw      a3,-20(s0/fp)
PC=000001FC [FE042503] X10=00000000 X08=00500000 X00=00000000 lw      a0,-32(s0/fp)
PC=00000200 [FE442583] X11=FFFFFFFF X08=00500000 X04=00000000 lw      a1,-28(s0/fp)
PC=00000204 [00A60733] X14=FFFFFFFF X12=FFFFFFFF X10=00000000 add     a4,a2,a0
PC=00000208 [00070813] X16=FFFFFFFF X14=FFFFFFFF X00=00000000 addi    a6,a4,0
PC=0000020C [00C83833] X16=00000000 X16=FFFFFFFF X12=FFFFFFFF sltu    a6,a6,a2
PC=00000210 [00B687B3] X15=FFFFFFFF X13=00000000 X11=FFFFFFFF add     a5,a3,a1
PC=00000214 [00F806B3] X13=FFFFFFFF X16=00000000 X15=FFFFFFFF add     a3,a6,a5
PC=00000218 [00068793] X15=FFFFFFFF X13=FFFFFFFF X00=00000000 addi    a5,a3,0
PC=0000021C [FCE42C23] X24=00000000 X08=00500000 X14=FFFFFFFF sw      a4,-40(s0/fp)
PC=00000220 [FCF42E23] X28=00000000 X08=00500000 X15=FFFFFFFF sw      a5,-36(s0/fp)
PC=00000224 [00000313] X06=00000000 X00=00000000 X00=00000000 addi    t1,zero,0
PC=00000228 [00000393] X07=00000000 X00=00000000 X00=00000000 addi    t2,zero,0
PC=0000022C [FC642C23] X24=00000000 X08=00500000 X06=00000000 sw      t1,-40(s0/fp)
PC=00000230 [FC742E23] X28=00000000 X08=00500000 X07=00000000 sw      t2,-36(s0/fp)
PC=00000234 [FEC00713] X14=FFFFFFEC X00=00000000 X12=FFFFFFFF addi    a4,zero,-20
PC=00000238 [FFF00793] X15=FFFFFFFF X00=00000000 X31=00000000 addi    a5,zero,-1
PC=0000023C [FEE42423] X08=00500000 X08=00500000 X14=FFFFFFEC sw      a4,-24(s0/fp)
PC=00000240 [FEF42623] X12=FFFFFFFF X08=00500000 X15=FFFFFFFF sw      a5,-20(s0/fp)
PC=00000244 [FE200713] X14=FFFFFFE2 X00=00000000 X02=004FFFB0 addi    a4,zero,-30
PC=00000248 [FFF00793] X15=FFFFFFFF X00=00000000 X31=00000000 addi    a5,zero,-1
PC=0000024C [FEE42023] X00=00000000 X08=00500000 X14=FFFFFFE2 sw      a4,-32(s0/fp)
PC=00000250 [FEF42223] X04=00000000 X08=00500000 X15=FFFFFFFF sw      a5,-28(s0/fp)
PC=00000254 [FE842603] X12=FFFFFFEC X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=00000258 [FEC42683] X13=FFFFFFFF X08=00500000 X12=FFFFFFEC lw      a3,-20(s0/fp)
PC=0000025C [FE042503] X10=FFFFFFE2 X08=00500000 X00=00000000 lw      a0,-32(s0/fp)
PC=00000260 [FE442583] X11=FFFFFFFF X08=00500000 X04=00000000 lw      a1,-28(s0/fp)
PC=00000264 [00A60733] X14=FFFFFFCE X12=FFFFFFEC X10=FFFFFFE2 add     a4,a2,a0
PC=00000268 [00070813] X16=FFFFFFCE X14=FFFFFFCE X00=00000000 addi    a6,a4,0
PC=0000026C [00C83833] X16=00000001 X16=FFFFFFCE X12=FFFFFFEC sltu    a6,a6,a2
PC=00000270 [00B687B3] X15=FFFFFFFE X13=FFFFFFFF X11=FFFFFFFF add     a5,a3,a1
PC=00000274 [00F806B3] X13=FFFFFFFF X16=00000001 X15=FFFFFFFE add     a3,a6,a5
PC=00000278 [00068793] X15=FFFFFFFF X13=FFFFFFFF X00=00000000 addi    a5,a3,0
PC=0000027C [FCE42C23] X24=00000000 X08=00500000 X14=FFFFFFCE sw      a4,-40(s0/fp)
PC=00000280 [FCF42E23] X28=00000000 X08=00500000 X15=FFFFFFFF sw      a5,-36(s0/fp)
PC=00000284 [FC642C23] X24=00000000 X08=00500000 X06=00000000 sw      t1,-40(s0/fp)
PC=00000288 [FC742E23] X28=00000000 X08=00500000 X07=00000000 sw      t2,-36(s0/fp)
PC=0000028C [FFE00713] X14=FFFFFFFE X00=00000000 X30=00000000 addi    a4,zero,-2
PC=00000290 [FFF00793] X15=FFFFFFFF X00=00000000 X31=00000000 addi    a5,zero,-1
PC=00000294 [FEE42423] X08=00500000 X08=00500000 X14=FFFFFFFE sw      a4,-24(s0/fp)
PC=00000298 [FEF42623] X12=FFFFFFEC X08=00500000 X15=FFFFFFFF sw      a5,-20(s0/fp)
PC=0000029C [00200713] X14=00000002 X00=00000000 X02=004FFFB0 addi    a4,zero,2
PC=000002A0 [00000793] X15=00000000 X00=00000000 X00=00000000 addi    a5,zero,0
PC=000002A4 [FEE42023] X00=00000000 X08=00500000 X14=00000002 sw      a4,-32(s0/fp)
PC=000002A8 [FEF42223] X04=00000000 X08=00500000 X15=00000000 sw      a5,-28(s0/fp)
PC=000002AC [FE842603] X12=FFFFFFFE X08=00500000 X08=00500000 lw      a2,-24(s0/fp)
PC=000002B0 [FEC42683] X13=FFFFFFFF X08=00500000 X12=FFFFFFFE lw      a3,-20(s0/fp)
PC=000002B4 [FE042503] X10=00000002 X08=00500000 X00=00000000 lw      a0,-32(s0/fp)
PC=000002B8 [FE442583] X11=00000000 X08=00500000 X04=00000000 lw      a1,-28(s0/fp)
PC=000002BC [00A60733] X14=00000000 X12=FFFFFFFE X10=00000002 add     a4,a2,a0
PC=000002C0 [00070813] X16=00000000 X14=00000000 X00=00000000 addi    a6,a4,0
PC=000002C4 [00C83833] X16=00000001 X16=00000000 X12=FFFFFFFE sltu    a6,a6,a2
PC=000002C8 [00B687B3] X15=FFFFFFFF X13=FFFFFFFF X11=00000000 add     a5,a3,a1
PC=000002CC [00F806B3] X13=00000000 X16=00000001 X15=FFFFFFFF add     a3,a6,a5
PC=000002D0 [00068793] X15=00000000 X13=00000000 X00=00000000 addi    a5,a3,0
PC=000002D4 [FCE42C23] X24=00000000 X08=00500000 X14=00000000 sw      a4,-40(s0/fp)
PC=000002D8 [FCF42E23] X28=00000000 X08=00500000 X15=00000000 sw      a5,-36(s0/fp)
